"Data Source","World Development Indicators",

"Last Updated Date","2024-02-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Morocco","MAR","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.95","","","","","21.86","","","17.25","25.98","25.3","22.05","21.62","23.48","25.11","25","18.55","25.6","24.8","17.48","23.43","22.88","22.28","22.71","22.65","22.21","21.19","","","","","17.4","16.4",
"Monaco","MCO","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.22","","","","","","",
"Moldova","MDA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.233","51.429","51.707","53.237","51.947","52.51","55.532","57.718","58.198","58.514","61.289","62.969","64.216","64.609","68.445","68.464","68.231","66.498","65.689","67.504","67.375","70.24","71.008",
"Madagascar","MDG","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.372","","83.8","","90.77","","","","","59.4","","90.739","","","82.081","","","","","","","",
"Maldives","MDV","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.26","","","","","27.93","","","","","36.83","","","","","","","","","32.937","28.8","","","","45.414","","44.005","","","48.615","","","",
"Middle East & North Africa","MEA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7986829120493","15.964398647201","16.2263328965804","","16.7229444150572","","15.1001046666708","17.5298279777882","17.2856827320719","16.5921220007505","","","","15.9328262786629","",
"Mexico","MEX","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.153","35.056","37.28","36.221","35.999","36.784","39.084","39.298","39.129","39.608","39.006","36.68","37.042","37.83","39.309","40.468","40.743","40.564","40.473","40.311","40.702","41.763","41.763","41.03","41.493","41.787","41.507","42.063","43.194","39.285","41.875","43.536",
"Marshall Islands","MHL","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","26.47","","","","","","","","","","","","","","","","","","","22.22","","","","","","","","","","","","27.74","","","","","","","","26.707","","33.059","",
"Middle income","MIC","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.051971106737","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7","27.9","29.8","","","30.94","28.07","27.65","","26.479","26.043","27.465","27.917","28.582","27.34","30.001","29.719","31.257","31.019","32.367","32.556","33.132","33.67","36.337","36.624","36.573","36.929",
"Mali","MLI","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9","","","","","","","32.78","","60.8","67.43","","4.71","44.78","","","65.33","56.895","56.364","49.298","53.684","50.795","","49.714","","",
"Malta","MLT","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.769","27.172","28.394","27.737","26.224","27.751","27.911","29.789","31.185","33.955","35","36.407","39.558","42.286","44.475","45.151","46.996","49.055","52.369","53.983","55.67","58.007","61.415",
"Myanmar","MMR","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.14","","47.648","48.809","46.917","44.661","","",
"Middle East & North Africa (excluding high income)","MNA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4155803034692","14.2216558585514","14.5757661099126","","15.3963852062214","","13.762299882769","15.5318219097721","15.4873662328498","14.2770513912528","","","","12.0756150363291","",
"Montenegro","MNE","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8","36.1","34.4","33.436","33.654","34.623","35.413","37.795","39.396","39.447","39.413","40.823","42.079","37.871","37.376","",
"Mongolia","MNG","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.82","","46.3","","34.71","52.475","55.32","54.3","51.693","51.7","51.272","50.531","51.058","52.595","53.715","51.596","52.097","51.728","49.804","50.902","49.636","51.405","50.42","47.718","50.621",
"Northern Mariana Islands","MNP","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","40.42","","","","","","","","","","","","","","","","","","77.84","","","","","","","57.88","","","","","","","","","","","","",
"Mozambique","MOZ","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.276","","","","","","","",
"Mauritania","MRT","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.02","","","","","","","","","","","","","","","","","","","","","","","","24.557","","","","","24.105","","25.359","","","",
"Mauritius","MUS","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.57","33.5","33.8","34.9","35.1","","32.503","33.922","37.854","34.964","34.986","35.327","34.907","36.421","36.959","37.985","37.83","37.891","39.833","40.168","41.246","40.434","40.806","40.889","41.487","52.351","36.861","38.633",
"Malawi","MWI","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","90.07","","","","63.7","","","","","","","","","","","77.91","","","","","","83.3","77.485","","","","","","67.522","","68.531","","","","60.893","","","62.56","","",
"Malaysia","MYS","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","42.44","43.59","42.36","42.82","42.63","43.59","43.74","43.69","45.17","","44.97","44.29","","42.99","45.54","44.65","42.91","43.2","46.11","45.05","44.93","45.99","45.44","44.22","","","","","","46.43","","","51.95","52.27","52.18","52.8","53.23","53.72","52.75","52.81","53.5",
"North America","NAC","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","35.5","35.4","35.6","35.8","36.3","37.1","38.3","39","39.6","40.7","40.8","40.4","41","42","42.6","42","43.0827322560263","44.2901446734722","46.1140830583542","47.272352041965","47.5753637787793","47.9736653037808","47.5877681446956","47.8890281590886","49.3258815439082","50.2767762192719","51.2920721879541","52.3796172572495","53.3331984334948","54.2303206806327","54.2469077935764","53.6073155018568","53.6149265199857","53.8415155860663","54.9584153059041","55.3539562814387","55.7007046550762","56.4373453774271","56.746076658596","57.1491975881521","57.2811587378605","56.8700420678763","56.3043138579826","56.2673399857383","56.1480423004955","56.3799325637864","56.7603805183413","56.8517901854026","56.5113338503371","54.7804160142075","54.0031348022528","53.6471209165829","53.6198730448656","53.6707702153454","53.9505240152226","54.1385623629712","54.4360652013819","54.9220928924471","55.2164625768619","55.68259821275","51.7850991987868","53.5254963199564","55.1182784869899",
"Namibia","NAM","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5","","","37.96","","","37.1","","","37.4","31.6","","","30.64","","","","28.4","","41.899","","43.063","46.531","45.555","","41.725","","45.115","","","","",
"New Caledonia","NCL","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.61","","","","","","","","40.78","","","","","51.25","","","","","49.72","","","47.232","46.17","47.192","46.494","","",
"Niger","NER","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.89","","","","29.29","","","","","","69.04","19.504","","62.698","","","13.89","","61.28","","","",
"Nigeria","NGA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","35.22","","","33.48","","","","","","","","","","","","","","","","","47.4","","","","","","","","54.798","","54.524","","","","","","45.634","","","72.934",
"Nicaragua","NIC","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.8","41.5","43.19","42.27","43.88","42.34","41.05","","","","","62.854","61.23","45.352","","","","","","","","",
"Netherlands","NLD","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","25.45","","26.41","27.52","28.74","28.76","29.34","","30.484","29.77","35.667","36.514","37.264","39.109","40.356","42.512","42.96","43.855","44.12","45.291","47.023","48.477","50.474","52.268","53.716","54.266","54.332","54.06","51.773","52.686","54.411","55.726","55.902","55.45","55.578","55.598","54.913","53.926","54.521","54.859","55.707","56.762","57.803","57.51","59.95","61.153",
"Norway","NOR","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","53.97","54.87","54.76","55.44","56.26","57.65","60.71","62.12","61.58","59.48","59.389","59.223","59.07","59.035","59.744","60.452","62.577","64.349","66.393","66.999","66.947","66.985","67.59","66.375","66.376","65.645","65.976","67.708","68.933","67.923","66.62","66.576","66.643","66.12","60.785","59.758","59.632","59.175","59.573","60.012","59.441","57.765","60.608",
"Nepal","NPL","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.7","","","80.51","","","","93","","","","","78.741","","","","","74.9","76.4","","","24.557","","","","","",
"Nauru","NRU","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.072","","","","","","","","53.816","",
"New Zealand","NZL","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","51.956","52.413","51.112","49.215","49.937","49.004","48.767","49.087","50.752","52.21","53.603","53.165","52.641","53.442","53.966","55.109","55.758","56.265","57.081","58.262","58.717","59.301","59.42","58.306","57.686","58.26","57.969","58.453","59.503","59.669","61.061","62.081","62.784","62.895","61.927","63.548","64.528",
"OECD members","OED","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","40.1705368453801","","","41.3669551652962","42.3986920383086","43.6456517374884","43.2190457020867","43.9277239934626","44.0445782522601","44.790697691419","45.3292635216398","45.1323646598601","45.1786907494257","44.5783030244188","45.2804029815215","45.5118763820662","45.5914798835561","45.6665184824457","45.7986853300795","46.1588195467804","46.3620374280104","46.4114428814856","46.1698649950272","46.2629708935394","46.1752379476705","46.6282740621119","47.2820955736634","47.5419701915689","47.6992394862722","47.0710741398584","46.9765424871366","47.1137049424026","47.2838837510946","47.4456092929128","47.6716372694866","48.0319771820061","48.4961709038094","48.9743594798242","49.4661134792876","49.9086785500624","47.2637581027059","48.4951867513433","49.9140790753379",
"Oman","OMN","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.62","","","","","","","","22.86","","23.84","","","","","","25.679","33.49","33.03","33.38","34.98","28.9","",
"Other small states","OSS","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","10.16","10.99","","12.42","10.1","12.01","12.3","14.13","13.65","13.87","12.06","","14.05","14.51","","13.97","","14.72","","16.95","15.678","19.023","19.423","19.87","20.973","21.929","22.232","20.169","22.101","22.753","22.742","21.955","","20.865","22.053","","22.284","",
"Panama","PAN","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","30.17","","","","28.66","29.25","30.51","29.7","","28.23","29.72","","29.6","31.3","32.42","32.99","33.98","","35.31","35.66","35.9","34.1","34","37.06","37.64","38.79","40.66","39.99","41.9","43.6","43.99","43.496","43.532","45.654","46.797","46.826","47.611","47.656","47.212","48.823","50.183","40.063","41.749","44.826",
"Peru","PER","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3","40.5","38.3","40.6","41.1","45.7","","50.51","60.132","60.958","60.967","58.475","65.007","59.301","63.424","61.056","64.248","66.881","67.017","67.574","69.004","68.464","68.224","67.371","66.88","65.329","64.973","66.632","67.097","67.377","55.628","61.173","63.23",
"Philippines","PHL","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","22.04","20.97","","43.66","","","","","45.85","","44.05","","43.03","43.38","42.48","42.85","","","","","","","","","","","45.7","46.19","45.128","44.785","45.347","45.427","45.719","45.065","45.775","46.185","46.959","46.555","46.402","47.208","47.008","46.702","43.703","44.178","45.242","41.378","42.368","48.803",
"Palau","PLW","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.247","","","","","55.29","","","","","","","","","54.586","","","","","","58.596","","",
"Papua New Guinea","PNG","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.072","","","","","","","","","","","","",
"Poland","POL","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.125","52.134","51.874","51.778","51.823","43.491","43.867","42.904","40.928","40.243","38.88","38.437","38.009","38.557","39.646","41.482","42.905","43.177","42.816","42.786","42.89","42.808","43.846","44.698","45.328","46.055","46.6","46.424","46.323","47.846","48.615",
"Pre-demographic dividend","PRE","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","22.77","22.42","22.08","22.07","","21.6","20.18","22.91","23.91","23.94","26.22","27.75","29.77","","29.64","29.8","29.09","29.72","","30.59","31.57","31.63","31.44","31.4","32.03","","31.49","32.33","32.45","34.05","34.19","33.79","32.86","","29.8","29","29.5","","","28.86","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","39.34","40.83","40.49","41.84","41.56","","44.09","41.45","40.229","41.852","42.711","43.698","44.442","47.09","47.104","46.382","45.722","45.622","45.175","45.732","48.943","49.651","50.22","50.803","51.197","50.799","50.392","50.519","50.593","50.643","50.939","50.033","49.238","47.492","46.208","45.276","46.105","46.895","47.528","49.011","50.425","50.865","49.828","50.106","51.156",
"Paraguay","PRY","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.42","52.33","","46.6","","45.678","44.868","","48.785","45.764","47.428","52.258","52.271","47.84","50.694","50.659","51.522","49.824","51.206","56.654","55.026","50.976","52.407","52.737","53.394","54.991","55.35","51.571","54.233","54.196",
"West Bank and Gaza","PSE","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.308","8.94","8.676","10.48","10.812","10.495","11.57","12.694","11.68","11.49","10.845","11.939","11.778","11.303","12.028","11.622","10.623","9.915","10.075","10.612","9.659","9.834","11.081",
"Pacific island small states","PSS","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.7937803926606","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","41.1954224647968","41.2609851233091","","42.2521682533999","41.7191345136981","42.5396873937538","43.7847078513189","43.3476368976678","44.058121010885","44.7060431918169","45.5319159913701","46.4429136000174","46.6202086307403","46.5649433161102","46.315703204858","46.6514161669987","46.8907674438593","47.1110907015882","47.469393833321","47.6315400527384","48.1926365905693","48.5317142403092","48.6328921874711","48.7305560699449","48.8660390790773","49.0440506359242","49.5503876718258","49.8216174146403","50.2282692520611","50.4838109101184","49.6164886151664","49.1053714435981","49.0935296690228","49.2559759904968","49.4248246123766","49.816092134922","50.4578021035587","50.7699371853686","51.3162331313763","51.8996267858256","52.148257056945","49.9981054725636","50.9305062943263","52.5500237376957",
"French Polynesia","PYF","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.96","","","","","","","","40.7","","","","","","41.22","","","","","41.2","","","","","37.92","","","","","","","","","","",
"Qatar","QAT","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.63","","","","","","","39.02","","","48.04","","48.19","50.8","50.39","50.92","52.31","54.32","59.67","60.46","57.63","57.63","57.38","56.61","59.33","",
"Romania","ROU","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.4","","56.17","55.39","55.428","54.488","53.654","47.388","45.939","45.714","43.855","44.913","44.891","44.62","43.91","43.333","43.107","43.429","43.078","43.344","42.578","42.221","44.035","44.04","44.023","43.205","38.954","40.159",
"Russian Federation","RUS","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.758","57.978","54.362","52.941","51.914","49.524","47.923","52.013","53.806","53.853","55.506","55.267","56.256","57.201","57.813","58.89","58.531","57.742","58.009","59.172","60.061","59.784","60.289","60.08","60.418","52.842","53.189","52.911","52.067","52.768","53.334",
"Rwanda","RWA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.5","","","","","","","92.84","","","","","","76.83","","","","","","","","","","","","82.679","","","47.879","48.092","45.677","49.407","43.42","45.671",
"South Asia","SAS","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.0737993385255","","","","","","30.6137955679262","","","","","26.2503314565459","","","","","27.8193229296179","","25.4376082329297","","","","","","19.5533094288289","22.6810402479158","24.2761563428853","25.1232856511048","26.4642323033906",
"Saudi Arabia","SAU","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","","","","","","","15.5","14.4","14.1","13.7","","","","15.8","15.57","15.343","14.617","","","15.958","15.767","15.925","16.8","","15.814","17.411","19.396","22.791","28.585","29.166",
"Sudan","SDN","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3","","","19.623","","","","","","","","","","","",
"Senegal","SEN","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.7","","","","","","","","","","","","","","","29.31","","","","","42.429","","","","31.983","37.473","34.887","36.331","36.334","","","",
"Singapore","SGP","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","32.96","34.65","36.23","38.48","40.18","42.8","","47.02","47.39","48.14","46.02","45.55","47.85","50.05","51.88","","37.09","41.28","40.06","40.41","38.76","39.65","39.03","37.66","48.1","46.89","49.6","47.7","47.7","48.1","","51.58","50.76","53.16","51.57","53.97","54.51","55.27","55.55","56.23","58.04","57.68","57.21","57.76","58.32","57.73","60.963","60.948",
"Solomon Islands","SLB","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.108","","","","","","65.474","","","","60.98","","","","83.297","","","","","","","","","",
"Sierra Leone","SLE","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3","67.51","","","","","","","","","","54.157","","","","50.452","","","","",
"El Salvador","SLV","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7","","","34.4","38.86","39.18","41.85","41.65","42.6","42.2","39.7","40.76","38.41","42.6","45.01","45.06","45.56","45.24","44.843","44.981","45.814","46.988","45.549","44.386","44.738","43.907","43.788","44.28","42.901","43.249","44.848",
"San Marino","SMR","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","43.67","44.83","45.65","46.41","46.51","46.94","48.78","49.78","50.3","","51.68","51.65","52.83","53.4","","","","","","","","","","","","","","","","","77.28","76.44","","62.84","63.69","62.55","64.49","65.51",
"Somalia","SOM","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.273","","","",
"Serbia","SRB","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.91","32.02","33.81","36.457","33.976","31.132","28.988","28.728","30.803","34.896","35.31","38.128","39.684","40.293","41.88","42.132","44.279","46.392",
"Sub-Saharan Africa (excluding high income)","SSA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.11","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.21","","","","","","","","","27.5","","","","","","21.71","","","","","","","","","","","","","","","","",
"Suriname","SUR","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.49","","29.66","30.97","28.61","29.04","","","","26.25","","","","","","","","","","42.86","41.67","43.22","43.78","43.03","44.47","42.19","40.305","","","","","","",
"Slovak Republic","SVK","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.115","44.395","45.654","45.122","44.69","43.397","42.838","43.073","42.734","43.502","42.462","42.464","43.243","44.191","45.437","43.86","43.407","43.309","43.321","43.63","45.203","45.273","46.907","48.265","48.637","49.183","48.231","51.151","52.589",
"Slovenia","SVN","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.91","47.04","48.46","49.791","50.626","50.92","49.275","49.617","49.867","50.738","48.806","51.538","51.272","51.815","52.77","53.745","53.441","52.277","51.06","50.476","49.186","50.049","50.089","51.209","53.619","54.85","54.889","53.981","54.731","55.612",
